Identifiers,Set Identifiers,Name,Color,Pitch,Cost,Power,Defense,Life,Intelligence,Arcane,Types,Traits,Card Keywords,Abilities and Effects,Ability and Effect Keywords,Granted Keywords,Removed Keywords,Interacts with Keywords,Functional Text,Type Text,Card Played Horizontally,CC Legal,Silver Age Legal,LL Legal,Rarity,Foiling,Art Variations,Artists,Expansion Slot,Flavor Text,Identifier,Image URL,TCGPlayer Product Id,TCGPlayer Url,Rarity 2,Foiling 2,Art Variations 2,Artists 2,Expansion Slot 2,Flavor Text 2,Identifier 2,Image URL 2,TCGPlayer Product Id 2,TCGPlayer Url 2,Rarity 3,Foiling 3,Art Variations 3,Artists 3,Expansion Slot 3,Flavor Text 3,Identifier 3,Image URL 3,Rarity 4,Foiling 4,Art Variations 4,Artists 4,Expansion Slot 4,Flavor Text 4,Identifier 4,Image URL 4,Rarity 5,Foiling 5,Art Variations 5,Artists 5,Expansion Slot 5,Flavor Text 5,Identifier 5,Image URL 5,Rarity 6,Foiling 6,Art Variations 6,Artists 6,Expansion Slot 6,Flavor Text 6,Identifier 6,Image URL 6
MPW087,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW087,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW087.webp,,,,,,,,,MPW087,,,,,,,,,,MPW087,,,,,,,,,,,,,,,,,,,,,,,,,
MPW088,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW088,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW088.webp,,,,,,,,,MPW088,,,,,,,,,,MPW088,,,,,,,,,,,,,,,,,,,,,,,,,
MPW089,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW089,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW089.webp,,,,,,,,,MPW089,,,,,,,,,,MPW089,,,,,,,,,,,,,,,,,,,,,,,,,
MPW090,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW090,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW090.webp,,,,,,,,,MPW090,,,,,,,,,,MPW090,,,,,,,,,,,,,,,,,,,,,,,,,
MPW091,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW091,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW091.webp,,,,,,,,,MPW091,,,,,,,,,,MPW091,,,,,,,,,,,,,,,,,,,,,,,,,
MPW092,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW092,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW092.webp,,,,,,,,,MPW092,,,,,,,,,,MPW092,,,,,,,,,,,,,,,,,,,,,,,,,
MPW093,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW093,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW093.webp,,,,,,,,,MPW093,,,,,,,,,,MPW093,,,,,,,,,,,,,,,,,,,,,,,,,
MPW094,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW094,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW094.webp,,,,,,,,,MPW094,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OMN094-MV.webp,,,,,,,,,MPW094,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OMN094-MV_BACK.webp,,,,,,,,,,,,,,,,,,,,,,,,
MPW095,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW095,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW095.webp,,,,,,,,,MPW095,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OMN095-MV.webp,,,,,,,,,MPW095,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/OMN095-MV_BACK.webp,,,,,,,,,,,,,,,,,,,,,,,,
MPW096,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW096,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW096.webp,,,,,,,,,MPW096,,,,,,,,,,MPW096,,,,,,,,,,,,,,,,,,,,,,,,,
MPW097,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW097,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW097.webp,,,,,,,,,MPW097,,,,,,,,,,MPW097,,,,,,,,,,,,,,,,,,,,,,,,,
MPW098,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW098,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW098.webp,,,,,,,,,MPW098,,,,,,,,,,MPW098,,,,,,,,,,,,,,,,,,,,,,,,,
MPW099,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW099,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW099.webp,,,,,,,,,MPW099,,,,,,,,,,MPW099,,,,,,,,,,,,,,,,,,,,,,,,,
MPW100,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW100,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW100.webp,,,,,,,,,MPW100,,,,,,,,,,MPW100,,,,,,,,,,,,,,,,,,,,,,,,,
MPW101,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW101,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW101.webp,,,,,,,,,MPW101,,,,,,,,,,MPW101,,,,,,,,,,,,,,,,,,,,,,,,,
MPW102,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW102,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW102.webp,,,,,,,,,MPW102,,,,,,,,,,MPW102,,,,,,,,,,,,,,,,,,,,,,,,,
MPW103,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW103,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW103.webp,,,,,,,,,MPW103,,,,,,,,,,MPW103,,,,,,,,,,,,,,,,,,,,,,,,,
MPW104,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW104,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW104.webp,,,,,,,,,MPW104,,,,,,,,,,MPW104,,,,,,,,,,,,,,,,,,,,,,,,,
MPW105,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW105,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW105.webp,,,,,,,,,MPW105,,,,,,,,,,MPW105,,,,,,,,,,,,,,,,,,,,,,,,,
MPW106,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW106,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW106.webp,,,,,,,,,MPW106,,,,,,,,,,MPW106,,,,,,,,,,,,,,,,,,,,,,,,,
MPW107,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW107,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW107.webp,,,,,,,,,MPW107,,,,,,,,,,MPW107,,,,,,,,,,,,,,,,,,,,,,,,,
MPW108,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW108,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW108.webp,,,,,,,,,MPW108,,,,,,,,,,MPW108,,,,,,,,,,,,,,,,,,,,,,,,,
MPW109,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW109,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW109.webp,,,,,,,,,MPW109,,,,,,,,,,MPW109,,,,,,,,,,,,,,,,,,,,,,,,,
MPW110,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW110,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW110.webp,,,,,,,,,MPW110,,,,,,,,,,MPW110,,,,,,,,,,,,,,,,,,,,,,,,,
MPW111,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW111,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW111.webp,,,,,,,,,MPW111,,,,,,,,,,MPW111,,,,,,,,,,,,,,,,,,,,,,,,,
MPW112,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW112,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW112.webp,,,,,,,,,MPW112,,,,,,,,,,MPW112,,,,,,,,,,,,,,,,,,,,,,,,,
MPW113,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW113,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW113.webp,,,,,,,,,MPW113,,,,,,,,,,MPW113,,,,,,,,,,,,,,,,,,,,,,,,,
MPW114,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW114,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW114.webp,,,,,,,,,MPW114,,,,,,,,,,MPW114,,,,,,,,,,,,,,,,,,,,,,,,,
MPW115,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW115,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW115.webp,,,,,,,,,MPW115,,,,,,,,,,MPW115,,,,,,,,,,,,,,,,,,,,,,,,,
MPW116,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW116,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW116.webp,,,,,,,,,MPW116,,,,,,,,,,MPW116,,,,,,,,,,,,,,,,,,,,,,,,,
MPW117,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW117,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW117.webp,,,,,,,,,MPW117,,,,,,,,,,MPW117,,,,,,,,,,,,,,,,,,,,,,,,,
MPW118,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW118,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW118.webp,,,,,,,,,MPW118,,,,,,,,,,MPW118,,,,,,,,,,,,,,,,,,,,,,,,,
MPW119,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW119,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW119.webp,,,,,,,,,MPW119,,,,,,,,,,MPW119,,,,,,,,,,,,,,,,,,,,,,,,,
MPW120,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW120,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW120.webp,,,,,,,,,MPW120,,,,,,,,,,MPW120,,,,,,,,,,,,,,,,,,,,,,,,,
MPW121,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW121,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW121.webp,,,,,,,,,MPW121,,,,,,,,,,MPW121,,,,,,,,,,,,,,,,,,,,,,,,,
MPW122,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW122,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW122.webp,,,,,,,,,MPW122,,,,,,,,,,MPW122,,,,,,,,,,,,,,,,,,,,,,,,,
MPW123,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW123,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW123.webp,,,,,,,,,MPW123,,,,,,,,,,MPW123,,,,,,,,,,,,,,,,,,,,,,,,,
MPW124,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW124,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW124.webp,,,,,,,,,MPW124,,,,,,,,,,MPW124,,,,,,,,,,,,,,,,,,,,,,,,,
MPW125,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW125,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW125.webp,,,,,,,,,MPW125,,,,,,,,,,MPW125,,,,,,,,,,,,,,,,,,,,,,,,,
MPW126,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW126,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW126.webp,,,,,,,,,MPW126,,,,,,,,,,MPW126,,,,,,,,,,,,,,,,,,,,,,,,,
MPW127,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW127,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW127.webp,,,,,,,,,MPW127,,,,,,,,,,MPW127,,,,,,,,,,,,,,,,,,,,,,,,,
MPW128,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW128,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW128.webp,,,,,,,,,MPW128,,,,,,,,,,MPW128,,,,,,,,,,,,,,,,,,,,,,,,,
MPW129,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW129,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW129.webp,,,,,,,,,MPW129,,,,,,,,,,MPW129,,,,,,,,,,,,,,,,,,,,,,,,,
MPW130,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW130,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW130.webp,,,,,,,,,MPW130,,,,,,,,,,MPW130,,,,,,,,,,,,,,,,,,,,,,,,,
MPW131,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW131,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW131.webp,,,,,,,,,MPW131,,,,,,,,,,MPW131,,,,,,,,,,,,,,,,,,,,,,,,,
MPW132,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW132,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW132.webp,,,,,,,,,MPW132,,,,,,,,,,MPW132,,,,,,,,,,,,,,,,,,,,,,,,,
MPW133,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW133,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW133.webp,,,,,,,,,MPW133,,,,,,,,,,MPW133,,,,,,,,,,,,,,,,,,,,,,,,,
MPW134,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW134,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW134.webp,,,,,,,,,MPW134,,,,,,,,,,MPW134,,,,,,,,,,,,,,,,,,,,,,,,,
MPW135,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW135,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW135.webp,,,,,,,,,MPW135,,,,,,,,,,MPW135,,,,,,,,,,,,,,,,,,,,,,,,,
MPW136,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW136,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW136.webp,,,,,,,,,MPW136,,,,,,,,,,MPW136,,,,,,,,,,,,,,,,,,,,,,,,,
MPW137,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW137,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW137.webp,,,,,,,,,MPW137,,,,,,,,,,MPW137,,,,,,,,,,,,,,,,,,,,,,,,,
MPW138,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW138,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW138.webp,,,,,,,,,MPW138,,,,,,,,,,MPW138,,,,,,,,,,,,,,,,,,,,,,,,,
MPW139,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW139,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW139.webp,,,,,,,,,MPW139,,,,,,,,,,MPW139,,,,,,,,,,,,,,,,,,,,,,,,,
MPW140,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW140,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW140.webp,,,,,,,,,MPW140,,,,,,,,,,MPW140,,,,,,,,,,,,,,,,,,,,,,,,,
MPW141,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW141,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW141.webp,,,,,,,,,MPW141,,,,,,,,,,MPW141,,,,,,,,,,,,,,,,,,,,,,,,,
MPW142,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW142,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW142.webp,,,,,,,,,MPW142,,,,,,,,,,MPW142,,,,,,,,,,,,,,,,,,,,,,,,,
MPW143,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW143,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW143.webp,,,,,,,,,MPW143,,,,,,,,,,MPW143,,,,,,,,,,,,,,,,,,,,,,,,,
MPW144,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW144,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW144.webp,,,,,,,,,MPW144,,,,,,,,,,MPW144,,,,,,,,,,,,,,,,,,,,,,,,,
MPW145,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW145,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW145.webp,,,,,,,,,MPW145,,,,,,,,,,MPW145,,,,,,,,,,,,,,,,,,,,,,,,,
MPW146,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW146,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW146.webp,,,,,,,,,FAB476,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/FAB476-RF.webp,,,,,,,,,FAB476,,,,,,,,,,,,,,,,,,,,,,,,,
MPW147,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW147,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW147.webp,,,,,,,,,MPW147,,,,,,,,,,MPW147,,,,,,,,,,,,,,,,,,,,,,,,,
MPW148,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW148,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW148.webp,,,,,,,,,MPW148,,,,,,,,,,MPW148,,,,,,,,,,,,,,,,,,,,,,,,,
MPW149,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW149,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW149.webp,,,,,,,,,MPW149,,,,,,,,,,MPW149,,,,,,,,,,,,,,,,,,,,,,,,,
MPW150,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW150,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW150.webp,,,,,,,,,MPW150,,,,,,,,,,MPW150,,,,,,,,,,,,,,,,,,,,,,,,,
MPW151,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW151,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW151.webp,,,,,,,,,MPW151,,,,,,,,,,MPW151,,,,,,,,,,,,,,,,,,,,,,,,,
MPW152,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW152,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW152.webp,,,,,,,,,MPW152,,,,,,,,,,MPW152,,,,,,,,,,,,,,,,,,,,,,,,,
MPW153,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW153,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW153.webp,,,,,,,,,MPW153,,,,,,,,,,MPW153,,,,,,,,,,,,,,,,,,,,,,,,,
MPW154,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW154,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW154.webp,,,,,,,,,MPW154,,,,,,,,,,MPW154,,,,,,,,,,,,,,,,,,,,,,,,,
MPW155,MPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPW155,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW155.webp,,,,,,,,,MPW155,,,,,,,,,,MPW155,,,,,,,,,,,,,,,,,,,,,,,,,
MPW156,MPW,Dawnblade,,,,,,,,,,,,,,,,,,,,,,,V,C,FA,"Adolfo Navarro, Carlos Cruchaga",,,MPW156,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW156-MV.webp,,,,,,"Adolfo Navarro, Carlos Cruchaga",,,MPW156,,,,,,,"Adolfo Navarro, Carlos Cruchaga",,,MPW156,,,,,,,,,,,,,,,,,,,,,,,,,
