Identifiers,Set Identifiers,Name,Pitch,Cost,Power,Defense,Life,Intelligence,Types,Card Keywords,Abilities and Effects,Ability and Effect Keywords,Granted Keywords,Removed Keywords,Interacts with Keywords,Functional Text,Type Text,Card Played Horizontally,Blitz Legal,CC Legal,Commoner Legal,Rarity,Foiling,Art Variation,Artist,Flavor Text,Image URL,Rarity 2,Foiling 2,Art Variation 2,Artist 2,Flavor Text 2,Image URL 2
EVO136,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO137,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO138,EVO,Heist,1,2,5,3,,,"Mechanologist, Action, Attack",Boost,,,,,,"**Boost**

When this hits a hero, you may put an item with cost 0 or 1 from any banished zone into the arena under your control.",Mechanologist Action - Attack,,,,No,M,,,Marco González,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO138.png,,,,,,
EVO139,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO140,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO141,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO142,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO143,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO144,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO145,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO146,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO147,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO148,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO149,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO150,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO151,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO152,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO153,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO154,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO155,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO156,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO157,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO158,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO159,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO160,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO161,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO162,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO163,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO164,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO165,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO166,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO167,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO168,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO169,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO170,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO171,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO172,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO173,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO174,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO175,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO176,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO177,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO178,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO179,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO180,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO181,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO182,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO183,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO184,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO185,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO186,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO187,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO188,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO189,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO190,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO191,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO192,EVO,Sprocket Rocket,1,0,3,3,,,"Mechanologist, Action, Attack",,,,,,,"**Boost**
 
If an item or equipment was banished from boosting this, this gets +1{p}.",Mechanologist Action - Attack,,,,,C,,,Veto Zomer,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO192.png,,,,,,
EVO193,EVO,Sprocket Rocket,2,0,2,3,,,"Mechanologist, Action, Attack",Boost,,,,,,"**Boost**
 
If an item or equipment was banished from boosting this, this gets +1{p}.",Mechanologist Action - Attack,,,,,C,,,Veto Zomer,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO193.png,,,,,,
EVO194,EVO,Sprocket Rocket,3,0,1,3,,,"Mechanologist, Action, Attack",Boost,,,,,,"**Boost**
 
If an item or equipment was banished from boosting this, this gets +1{p}.",Mechanologist Action - Attack,,,,,C,,,Veto Zomer,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO194.png,,,,,,
EVO195,EVO,Dumpster Dive,1,1,4,3,,,"Mechanologist, Action, Attack",,,,,,,"**Boost**
 
If an item or equipment was banished from boosting this, this gets +1{p}.",Mechanologist Action - Attack,,,,,C,,,Shen Fei,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO195.png,,,,,,
EVO196,EVO,Dumpster Dive,2,1,3,3,,,"Mechanologist, Action, Attack",,,,,,,"**Boost**
 
If an item or equipment was banished from boosting this, this gets +1{p}.",Mechanologist Action - Attack,,,,,C,,,Shen Fei,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO196.png,,,,,,
EVO197,EVO,Dumpster Dive,3,1,2,3,,,"Mechanologist, Action, Attack",,,,,,,"**Boost**
 
If an item or equipment was banished from boosting this, this gets +1{p}.",Mechanologist Action - Attack,,,,,C,,,Shen Fei,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO197.png,,,,,,
EVO198,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO199,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO200,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO201,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO202,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO203,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO204,EVO,Out Pace,1,1,4,3,,,"Mechanologist, Action, Attack",Boost,,,,,,"**Boost**

This can't be defended by equipment.",Mechanologist Action - Attack,,,,,C,,,Eilene Cherie,"""It's quick or be dead in the ole Rust and Dust."" - Sandy Shoo",https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO204.png,,,,,,
EVO205,EVO,Out Pace,2,1,3,3,,,"Mechanologist, Action, Attack",Boost,,,,,,"**Boost**

This can't be defended by equipment.",Mechanologist Action - Attack,,,,,C,,,Eilene Cherie,"""It's quick or be dead in the ole Rust and Dust."" - Sandy Shoo",https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO205.png,,,,,,
EVO206,EVO,Out Pace,3,1,2,3,,,"Mechanologist, Action, Attack",Boost,,,,,,"**Boost**

This can't be defended by equipment.",Mechanologist Action - Attack,,,,,C,,,Eilene Cherie,"""It's quick or be dead in the ole Rust and Dust."" - Sandy Shoo",https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO206.png,,,,,,
EVO207,EVO,Lay Waste,1,2,5,3,,,"Mechanologist, Action, Attack",Boost,,,,,,"**Boost**

This can't be defended by equipment.",Mechanologist Action - Attack,,,,,C,,,Shen Fei,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO207.png,,,,,,
EVO208,EVO,Lay Waste,2,2,4,3,,,"Mechanologist, Action, Attack",Boost,,,,,,"**Boost**

This can't be defended by equipment.",Mechanologist Action - Attack,,,,,C,,,Shen Fei,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO208.png,,,,,,
EVO209,EVO,Lay Waste,3,2,3,3,,,"Mechanologist, Action, Attack",Boost,,,,,,"**Boost**

This can't be defended by equipment.",Mechanologist Action - Attack,,,,,C,,,Shen Fei,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO209.png,,,,,,
EVO210,EVO,Fender Bender,1,1,4,3,,,"Mechanologist, Action, Attack",Boost,,,,,,"**Boost**

This gets +X{p}, where X is the number of equipment defending it.",Mechanologist Action - Attack,,,,,C,S,,Narendra B Adi,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO210.png,,,,,,
EVO211,EVO,Fender Bender,2,1,3,3,,,"Mechanologist, Action, Attack",Boost,,,,,,"**Boost**

This gets +X{p}, where X is the number of equipment defending it.",Mechanologist Action - Attack,,,,,C,S,,Narendra B Adi,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO211.png,,,,,,
EVO212,EVO,Fender Bender,3,1,2,3,,,"Mechanologist, Action, Attack",Boost,,,,,,"**Boost**

This gets +X{p}, where X is the number of equipment defending it.",Mechanologist Action - Attack,,,,,C,S,,Narendra B Adi,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO212.png,,,,,,
EVO213,EVO,Panel Beater,1,2,5,3,,,"Mechanologist, Action, Attack",Boost,,,,,,"**Boost**

This gets +X{p}, where X is the number of equipment defending it.",Mechanologist Action - Attack,,,,,C,,,Anastasia Balakchina,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO213.png,,,,,,
EVO214,EVO,Panel Beater,2,2,4,3,,,"Mechanologist, Action, Attack",Boost,,,,,,"**Boost**

This gets +X{p}, where X is the number of equipment defending it.",Mechanologist Action - Attack,,,,,C,,,Anastasia Balakchina,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO214.png,,,,,,
EVO215,EVO,Panel Beater,3,2,3,3,,,"Mechanologist, Action, Attack",Boost,,,,,,"**Boost**

This gets +X{p}, where X is the number of equipment defending it.",Mechanologist Action - Attack,,,,,C,,,Anastasia Balakchina,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO215.png,,,,,,
EVO216,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO217,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO218,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO219,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO220,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO221,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO222,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO223,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO224,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO225,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO226,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO227,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO228,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO229,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO230,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO231,EVO,Teklonetic Force Field,1,,,3,,,"Mechanologist, Block",,,,,,,"When this defends an attack with **overpower**, this gets +2{d}.",Mechanologist Block,,,,,C,,,Riordan Delmiro,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO231.png,,,,,,
EVO232,EVO,Teklonetic Force Field,2,,,2,,,"Mechanologist, Block",,,,,,,"When this defends an attack with **overpower**, this gets +2{d}.",Mechanologist Block,,,,,C,,,Riordan Delmiro,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO232.png,,,,,,
EVO233,EVO,Teklonetic Force Field,3,,,1,,,"Mechanologist, Block",,,,,,,"When this defends an attack with **overpower**, this gets +2{d}.",Mechanologist Block,,,,,C,,,Riordan Delmiro,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO233.png,,,,,,
"FAB176, EVO234","FAB, EVO",Hyper Driver,,,,,,,"Mechanologist, Token, Item",,,,,,,"When this has no steam counters, destroy it.

Once per turn, when you **boost** a card, remove a steam counter from this and gain {r}.",Mechanologist Token - Item,,,,,P,C,,Alexander Mokhov,,/FAB176.webp,T,,,Alexander Mokhov,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO234.png
EVO235,EVO,Shriek Razors,,,,1,,,"Assassin, Equipment, Arms",Battleworn,Attack Reaction,,,,,"While this is in your graveyard, at the start of your turn, you may destroy 2 Silvers you control. If you do, equip this.

**Attack Reaction** - {r}{r}, destroy this: Target attack action card defending an Assassin attack gets -1{d}.

**Battleworn**",Assassin Equipment - Arms,,,,No,L,C,,Athiwut B.,,/EVO235.webp,,,,,,
EVO236,EVO,Already Dead,1,2,6,3,,,"Assassin, Action, Attack",Contract,,,,,,"**Contract** - You are contracted to banish opponents' non-action cards. Whenever you complete this contract, create a Silver token.

When this hits a hero, banish the top card of their deck and a defending card.",Assassin Action - Attack,,,,No,M,S,,Alexander Mokhov,,/EVO236.webp,,,,,,
EVO237,EVO,Smashing Performance,2,3,6,,,,"Brute, Action, Attack",,,,,,,"When this attacks draw a card, then discard a random card. If a card with 6 or more {p} is discarded this way, destroy a random item in the arena.",Brute Action - Attack,,,,No,M,,,Henrique Lindner,,/EVO237.webp,,,,,,
EVO238,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO239,EVO,Wax Off,3,0,,2,,,"Ninja, Defense Reaction",,,,,,,"If you've played Wax On this turn, create a Zen State token.",Ninja Defense Reaction,,,,No,M,,,Nathaniel Himawan,,/EVO239.webp,,,,,,
EVO240,EVO,Emboldened Blade,3,0,,3,,,"Warrior, Action",Go again,,,,,,"Turn a face-down card in any arsenal face-up. If it's a defense reaction, destroy it and your next weapon attack this turn gets +1{p}.

**Go again**",Warrior Action,,,,No,M,,,Bastien Jez,,/EVO240.webp,,,,,,
EVO241,EVO,Intoxicating Shot,3,0,4,3,,,"Ranger, Action, Arrow, Attack",Riptide Specialization,,,,,,"**Riptide Specialization**

When this hits a hero, they create a Courage and Quicken token.",Ranger Action - Arrow Attack,,,,No,M,,,Joseph Qiu,,/EVO241.webp,,,,,,
EVO242,EVO,Sonata Fantasmia,3,XX,,3,,,"Runeblade, Action",Viserai Specialization,,,,,,"**Viserai Specialization**

Create X Runechant tokens.

If X is 6 or greater, target hero discards 3 random cards.",Runeblade Action,,,,No,M,,,Saad Irfan,,/EVO242.webp,,,,,,
EVO243,EVO,Contest the Mindfield,3,2,,2,,,"Wizard, Action, Aura",,,,,,,"All heroes get -1{i}.

At the start of your turn, destroy this.",Wizard Action - Aura,,,,No,M,,,Olga Tereshenko,,/EVO243.webp,,,,,,
EVO244,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO245,EVO,Tome of Imperial Flame,1,0,,,,,"Draconic, Action",Go again,,,,,,"Draw a card. If you are Royal, instead draw 2 cards.

You may pitch 2 red cards. If you don't, banish your hand.

**Go again**",Draconic Action,,,,No,M,,,Mateusz Wiśniewski,,/EVO245.webp,,,,,,
EVO246,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO247,EVO,Warband of Bellona,,,,2,,,"Light, Warrior, Equipment, Head",Temper,Action,"Go again, Charge",,,,"**Action** - {r}{r}, destroy this: The next time you attack this turn, you may **charge** your hero's soul. If a yellow card is **charged** this way, draw a card. **Go again**

**Temper**",Light Warrior Equipment - Head,,,,No,L,R,,soyameii,,/EVO247.webp,L,C,EA,soyameii,,/EVO247_V2.webp
EVO248,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO249,EVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVO250,EVO,Quicken,,,,,,,"Generic, Token, Aura",Go again,,,,,,"When you play an attack action card or activate a weapon attack, destroy this and the attack gets **go again**.",Generic Token - Aura,,,,,T,,,Tomasz Jedruszek,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO250.png,,,,,,
LGS190,"LGS, EVO",Teklo Leveler,,,2,,,,"Mechanologist, Weapon, Gun, 2H",,Once per Turn Action,"Attack, Go again",,,,"If you have 1 or more Evos equipped, this gets ""**Once per Turn Action** - {r}{r}{r}: **Attack**,""

* 2 or more, this costs {r}{r} less to activate,
* 3 or more, this gets **go again**,
* 4 or more, this gets +1{p}.",Mechanologist Weapon - Gun (2H),,,,,P,C,,Joseph Qiu,,https://dhhim4ltzu1pj.cloudfront.net/media/images/LGS190.width-10000.png,,,,,,
