Identifiers,Set Identifiers,Name,Color,Pitch,Cost,Power,Defense,Life,Intelligence,Arcane,Types,Traits,Card Keywords,Abilities and Effects,Ability and Effect Keywords,Granted Keywords,Removed Keywords,Interacts with Keywords,Functional Text,Type Text,Card Played Horizontally,CC Legal,Silver Age Legal,LL Legal,Rarity,Foiling,Art Variations,Artists,Expansion Slot,Flavor Text,Identifier,Image URL,TCGPlayer Product Id,TCGPlayer Url,Rarity 2,Foiling 2,Art Variations 2,Artists 2,Expansion Slot 2,Flavor Text 2,Identifier 2,Image URL 2,TCGPlayer Product Id 2,TCGPlayer Url 2,Rarity 3,Foiling 3,Art Variations 3,Artists 3,Expansion Slot 3,Flavor Text 3,Identifier 3,Image URL 3,Rarity 4,Foiling 4,Art Variations 4,Artists 4,Expansion Slot 4,Flavor Text 4,Identifier 4,Image URL 4,Rarity 5,Foiling 5,Art Variations 5,Artists 5,Expansion Slot 5,Flavor Text 5,Identifier 5,Image URL 5,Rarity 6,Foiling 6,Art Variations 6,Artists 6,Expansion Slot 6,Flavor Text 6,Identifier 6,Image URL 6
IAR063,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR063,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR063.webp,,,,,,,,,IAR063,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR063.webp,,,,,,,,,IAR063,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR063.webp,,,,,,,IAR063,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR063.webp,,,,,,,IAR063,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR063.webp,,,,,,,IAR063,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR063.webp
IAR064,IAR,Restless Magister,Red,1,0,3,,3,,,"Shadow, Necromancer, Action, Zombie, Ally",,Decay,,,,,,"When this hits a hero, they banish a card from their hand.

**Decay**",Shadow Necromancer Action - Zombie Ally,,,,,R,,,Isuardi Therianto,,,IAR064,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR064.webp,,,V,C,FA,Isuardi Therianto,,,IAR064,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR064-MV.webp,,,V,C,FA,Isuardi Therianto,,,IAR064,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR064-MV_BACK.webp,,,,Isuardi Therianto,,,IAR064,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR064.webp,,,,Isuardi Therianto,,,IAR064,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR064.webp,,,,Isuardi Therianto,,,IAR064,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR064.webp
IAR065,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR065,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR065.webp,,,,,,,,,IAR065,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR065.webp,,,,,,,,,IAR065,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR065.webp,,,,,,,IAR065,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR065.webp,,,,,,,IAR065,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR065.webp,,,,,,,IAR065,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR065.webp
IAR066,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR066,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR066.webp,,,,,,,,,IAR066,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR066.webp,,,,,,,,,IAR066,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR066.webp,,,,,,,IAR066,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR066.webp,,,,,,,IAR066,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR066.webp,,,,,,,IAR066,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR066.webp
IAR067,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR067,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR067.webp,,,,,,,,,IAR067,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR067.webp,,,,,,,,,IAR067,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR067.webp,,,,,,,IAR067,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR067.webp,,,,,,,IAR067,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR067.webp,,,,,,,IAR067,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR067.webp
IAR068,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR068,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR068.webp,,,,,,,,,IAR068,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR068.webp,,,,,,,,,IAR068,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR068.webp,,,,,,,IAR068,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR068.webp,,,,,,,IAR068,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR068.webp,,,,,,,IAR068,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR068.webp
IAR069,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR069,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR069.webp,,,,,,,,,IAR069,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR069.webp,,,,,,,,,IAR069,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR069.webp,,,,,,,IAR069,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR069.webp,,,,,,,IAR069,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR069.webp,,,,,,,IAR069,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR069.webp
IAR070,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR070,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR070.webp,,,,,,,,,IAR070,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR070.webp,,,,,,,,,IAR070,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR070.webp,,,,,,,IAR070,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR070.webp,,,,,,,IAR070,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR070.webp,,,,,,,IAR070,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR070.webp
IAR071,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR071,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR071.webp,,,,,,,,,IAR071,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR071.webp,,,,,,,,,IAR071,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR071.webp,,,,,,,IAR071,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR071.webp,,,,,,,IAR071,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR071.webp,,,,,,,IAR071,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR071.webp
IAR072,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR072,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR072.webp,,,,,,,,,IAR072,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR072.webp,,,,,,,,,IAR072,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR072.webp,,,,,,,IAR072,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR072.webp,,,,,,,IAR072,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR072.webp,,,,,,,IAR072,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR072.webp
IAR073,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR073,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR073.webp,,,,,,,,,IAR073,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR073.webp,,,,,,,,,IAR073,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR073.webp,,,,,,,IAR073,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR073.webp,,,,,,,IAR073,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR073.webp,,,,,,,IAR073,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR073.webp
IAR074,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR074,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR074.webp,,,,,,,,,IAR074,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR074.webp,,,,,,,,,IAR074,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR074.webp,,,,,,,IAR074,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR074.webp,,,,,,,IAR074,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR074.webp,,,,,,,IAR074,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR074.webp
IAR075,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR075,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR075.webp,,,,,,,,,IAR075,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR075.webp,,,,,,,,,IAR075,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR075.webp,,,,,,,IAR075,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR075.webp,,,,,,,IAR075,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR075.webp,,,,,,,IAR075,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR075.webp
IAR076,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR076,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR076.webp,,,,,,,,,IAR076,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR076.webp,,,,,,,,,IAR076,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR076.webp,,,,,,,IAR076,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR076.webp,,,,,,,IAR076,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR076.webp,,,,,,,IAR076,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR076.webp
IAR077,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR077,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR077.webp,,,,,,,,,IAR077,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR077.webp,,,,,,,,,IAR077,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR077.webp,,,,,,,IAR077,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR077.webp,,,,,,,IAR077,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR077.webp,,,,,,,IAR077,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR077.webp
IAR078,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR078,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR078.webp,,,,,,,,,IAR078,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR078.webp,,,,,,,,,IAR078,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR078.webp,,,,,,,IAR078,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR078.webp,,,,,,,IAR078,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR078.webp,,,,,,,IAR078,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR078.webp
IAR079,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR079,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR079.webp,,,,,,,,,IAR079,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR079.webp,,,,,,,,,IAR079,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR079.webp,,,,,,,IAR079,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR079.webp,,,,,,,IAR079,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR079.webp,,,,,,,IAR079,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR079.webp
IAR080,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR080,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR080.webp,,,,,,,,,IAR080,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR080.webp,,,,,,,,,IAR080,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR080.webp,,,,,,,IAR080,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR080.webp,,,,,,,IAR080,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR080.webp,,,,,,,IAR080,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR080.webp
IAR081,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR081,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR081.webp,,,,,,,,,IAR081,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR081.webp,,,,,,,,,IAR081,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR081.webp,,,,,,,IAR081,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR081.webp,,,,,,,IAR081,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR081.webp,,,,,,,IAR081,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR081.webp
IAR082,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR082,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR082.webp,,,,,,,,,IAR082,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR082.webp,,,,,,,,,IAR082,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR082.webp,,,,,,,IAR082,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR082.webp,,,,,,,IAR082,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR082.webp,,,,,,,IAR082,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR082.webp
IAR083,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR083,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR083.webp,,,,,,,,,IAR083,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR083.webp,,,,,,,,,IAR083,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR083.webp,,,,,,,IAR083,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR083.webp,,,,,,,IAR083,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR083.webp,,,,,,,IAR083,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR083.webp
IAR084,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR084,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR084.webp,,,,,,,,,IAR084,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR084.webp,,,,,,,,,IAR084,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR084.webp,,,,,,,IAR084,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR084.webp,,,,,,,IAR084,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR084.webp,,,,,,,IAR084,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR084.webp
IAR085,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR085,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR085.webp,,,,,,,,,IAR085,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR085.webp,,,,,,,,,IAR085,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR085.webp,,,,,,,IAR085,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR085.webp,,,,,,,IAR085,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR085.webp,,,,,,,IAR085,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR085.webp
IAR086,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR086,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR086.webp,,,,,,,,,IAR086,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR086.webp,,,,,,,,,IAR086,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR086.webp,,,,,,,IAR086,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR086.webp,,,,,,,IAR086,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR086.webp,,,,,,,IAR086,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR086.webp
IAR087,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR087,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR087.webp,,,,,,,,,IAR087,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR087.webp,,,,,,,,,IAR087,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR087.webp,,,,,,,IAR087,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR087.webp,,,,,,,IAR087,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR087.webp,,,,,,,IAR087,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR087.webp
IAR088,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR088,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR088.webp,,,,,,,,,IAR088,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR088.webp,,,,,,,,,IAR088,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR088.webp,,,,,,,IAR088,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR088.webp,,,,,,,IAR088,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR088.webp,,,,,,,IAR088,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR088.webp
IAR089,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR089,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR089.webp,,,,,,,,,IAR089,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR089.webp,,,,,,,,,IAR089,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR089.webp,,,,,,,IAR089,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR089.webp,,,,,,,IAR089,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR089.webp,,,,,,,IAR089,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR089.webp
IAR090,IAR,Corrupted Corpse,,,2,3,,3,,,"Shadow, Necromancer, Action, Zombie, Ally",,"Incarnate, Go again, Blood Debt",,,,,,"**Incarnate**

This card's attacks get **go again**.

**Blood Debt**",Shadow Necromancer Action - Zombie Ally,,,,,B,,,Carlos Cruchaga,,,IAR090,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR090.webp,,,B,R,EA,Carlos Cruchaga,,,IAR090,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR090-RF.webp,,,,,,Carlos Cruchaga,,,IAR090,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR090.webp,,,,Carlos Cruchaga,,,IAR090,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR090.webp,,,,Carlos Cruchaga,,,IAR090,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR090.webp,,,,Carlos Cruchaga,,,IAR090,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR090.webp
IAR091,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR091,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR091.webp,,,,,,,,,IAR091,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR091.webp,,,,,,,,,IAR091,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR091.webp,,,,,,,IAR091,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR091.webp,,,,,,,IAR091,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR091.webp,,,,,,,IAR091,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR091.webp
IAR092,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR092,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR092.webp,,,,,,,,,IAR092,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR092.webp,,,,,,,,,IAR092,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR092.webp,,,,,,,IAR092,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR092.webp,,,,,,,IAR092,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR092.webp,,,,,,,IAR092,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR092.webp
IAR093,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR093,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR093.webp,,,,,,,,,IAR093,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR093.webp,,,,,,,,,IAR093,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR093.webp,,,,,,,IAR093,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR093.webp,,,,,,,IAR093,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR093.webp,,,,,,,IAR093,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR093.webp
IAR094,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR094,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR094.webp,,,,,,,,,IAR094,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR094.webp,,,,,,,,,IAR094,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR094.webp,,,,,,,IAR094,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR094.webp,,,,,,,IAR094,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR094.webp,,,,,,,IAR094,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR094.webp
IAR095,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR095,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR095.webp,,,,,,,,,IAR095,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR095.webp,,,,,,,,,IAR095,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR095.webp,,,,,,,IAR095,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR095.webp,,,,,,,IAR095,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR095.webp,,,,,,,IAR095,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR095.webp
IAR096,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR096,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR096.webp,,,,,,,,,IAR096,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR096.webp,,,,,,,,,IAR096,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR096.webp,,,,,,,IAR096,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR096.webp,,,,,,,IAR096,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR096.webp,,,,,,,IAR096,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR096.webp
IAR097,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR097,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR097.webp,,,,,,,,,IAR097,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR097.webp,,,,,,,,,IAR097,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR097.webp,,,,,,,IAR097,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR097.webp,,,,,,,IAR097,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR097.webp,,,,,,,IAR097,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR097.webp
IAR098,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR098,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR098.webp,,,,,,,,,IAR098,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR098.webp,,,,,,,,,IAR098,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR098.webp,,,,,,,IAR098,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR098.webp,,,,,,,IAR098,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR098.webp,,,,,,,IAR098,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR098.webp
IAR099,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR099,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR099.webp,,,,,,,,,IAR099,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR099.webp,,,,,,,,,IAR099,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR099.webp,,,,,,,IAR099,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR099.webp,,,,,,,IAR099,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR099.webp,,,,,,,IAR099,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR099.webp
IAR100,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR100,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR100.webp,,,,,,,,,IAR100,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR100.webp,,,,,,,,,IAR100,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR100.webp,,,,,,,IAR100,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR100.webp,,,,,,,IAR100,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR100.webp,,,,,,,IAR100,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR100.webp
