Identifiers,Set Identifiers,Name,Color,Pitch,Cost,Power,Defense,Life,Intelligence,Arcane,Types,Traits,Card Keywords,Abilities and Effects,Ability and Effect Keywords,Granted Keywords,Removed Keywords,Interacts with Keywords,Functional Text,Type Text,Card Played Horizontally,CC Legal,Silver Age Legal,LL Legal,Rarity,Foiling,Art Variations,Artists,Expansion Slot,Flavor Text,Identifier,Image URL,TCGPlayer Product Id,TCGPlayer Url,Rarity 2,Foiling 2,Art Variations 2,Artists 2,Expansion Slot 2,Flavor Text 2,Identifier 2,Image URL 2,TCGPlayer Product Id 2,TCGPlayer Url 2,Rarity 3,Foiling 3,Art Variations 3,Artists 3,Expansion Slot 3,Flavor Text 3,Identifier 3,Image URL 3,Rarity 4,Foiling 4,Art Variations 4,Artists 4,Expansion Slot 4,Flavor Text 4,Identifier 4,Image URL 4,Rarity 5,Foiling 5,Art Variations 5,Artists 5,Expansion Slot 5,Flavor Text 5,Identifier 5,Image URL 5,Rarity 6,Foiling 6,Art Variations 6,Artists 6,Expansion Slot 6,Flavor Text 6,Identifier 6,Image URL 6
MPA035,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA035,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA035.webp,,,,,,,,,MPA035,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA035.webp,,,,,,,,,MPA035,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA035.webp,,,,,,,MPA035,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA035.webp,,,,,,,MPA035,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA035.webp,,,,,,,MPA035,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA035.webp
MPA036,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA036,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA036.webp,,,,,,,,,MPA036,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA036.webp,,,,,,,,,MPA036,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA036.webp,,,,,,,MPA036,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA036.webp,,,,,,,MPA036,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA036.webp,,,,,,,MPA036,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA036.webp
MPA037,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA037,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA037.webp,,,,,,,,,MPA037,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA037.webp,,,,,,,,,MPA037,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA037.webp,,,,,,,MPA037,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA037.webp,,,,,,,MPA037,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA037.webp,,,,,,,MPA037,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA037.webp
MPA038,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA038,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA038.webp,,,,,,,,,MPA038,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA038.webp,,,,,,,,,MPA038,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA038.webp,,,,,,,MPA038,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA038.webp,,,,,,,MPA038,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA038.webp,,,,,,,MPA038,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA038.webp
MPA039,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA039,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA039.webp,,,,,,,,,MPA039,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA039.webp,,,,,,,,,MPA039,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA039.webp,,,,,,,MPA039,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA039.webp,,,,,,,MPA039,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA039.webp,,,,,,,MPA039,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA039.webp
MPA040,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA040,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA040.webp,,,,,,,,,MPA040,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA040.webp,,,,,,,,,MPA040,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA040.webp,,,,,,,MPA040,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA040.webp,,,,,,,MPA040,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA040.webp,,,,,,,MPA040,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA040.webp
MPA041,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA041,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA041.webp,,,,,,,,,MPA041,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA041.webp,,,,,,,,,MPA041,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA041.webp,,,,,,,MPA041,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA041.webp,,,,,,,MPA041,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA041.webp,,,,,,,MPA041,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA041.webp
MPA042,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA042,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA042.webp,,,,,,,,,MPA042,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA042.webp,,,,,,,,,MPA042,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA042.webp,,,,,,,MPA042,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA042.webp,,,,,,,MPA042,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA042.webp,,,,,,,MPA042,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA042.webp
MPA043,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA043,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA043.webp,,,,,,,,,MPA043,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA043.webp,,,,,,,,,MPA043,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA043.webp,,,,,,,MPA043,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA043.webp,,,,,,,MPA043,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA043.webp,,,,,,,MPA043,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA043.webp
MPA044,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA044,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA044.webp,,,,,,,,,MPA044,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA044.webp,,,,,,,,,MPA044,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA044.webp,,,,,,,MPA044,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA044.webp,,,,,,,MPA044,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA044.webp,,,,,,,MPA044,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA044.webp
MPA045,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA045,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA045.webp,,,,,,,,,MPA045,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA045.webp,,,,,,,,,MPA045,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA045.webp,,,,,,,MPA045,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA045.webp,,,,,,,MPA045,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA045.webp,,,,,,,MPA045,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA045.webp
MPA046,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA046,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA046.webp,,,,,,,,,MPA046,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA046.webp,,,,,,,,,MPA046,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA046.webp,,,,,,,MPA046,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA046.webp,,,,,,,MPA046,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA046.webp,,,,,,,MPA046,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA046.webp
MPA047,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA047,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA047.webp,,,,,,,,,MPA047,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA047.webp,,,,,,,,,MPA047,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA047.webp,,,,,,,MPA047,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA047.webp,,,,,,,MPA047,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA047.webp,,,,,,,MPA047,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA047.webp
MPA048,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA048,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA048.webp,,,,,,,,,MPA048,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA048.webp,,,,,,,,,MPA048,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA048.webp,,,,,,,MPA048,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA048.webp,,,,,,,MPA048,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA048.webp,,,,,,,MPA048,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA048.webp
MPA049,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA049,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA049.webp,,,,,,,,,MPA049,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA049.webp,,,,,,,,,MPA049,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA049.webp,,,,,,,MPA049,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA049.webp,,,,,,,MPA049,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA049.webp,,,,,,,MPA049,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA049.webp
MPA050,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA050,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA050.webp,,,,,,,,,MPA050,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA050.webp,,,,,,,,,MPA050,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA050.webp,,,,,,,MPA050,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA050.webp,,,,,,,MPA050,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA050.webp,,,,,,,MPA050,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA050.webp
MPA051,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA051,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA051.webp,,,,,,,,,MPA051,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA051.webp,,,,,,,,,MPA051,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA051.webp,,,,,,,MPA051,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA051.webp,,,,,,,MPA051,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA051.webp,,,,,,,MPA051,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA051.webp
MPA052,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA052,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA052.webp,,,,,,,,,MPA052,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA052.webp,,,,,,,,,MPA052,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA052.webp,,,,,,,MPA052,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA052.webp,,,,,,,MPA052,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA052.webp,,,,,,,MPA052,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA052.webp
MPA053,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA053,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA053.webp,,,,,,,,,MPA053,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA053.webp,,,,,,,,,MPA053,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA053.webp,,,,,,,MPA053,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA053.webp,,,,,,,MPA053,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA053.webp,,,,,,,MPA053,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA053.webp
MPA054,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA054,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA054.webp,,,,,,,,,MPA054,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA054.webp,,,,,,,,,MPA054,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA054.webp,,,,,,,MPA054,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA054.webp,,,,,,,MPA054,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA054.webp,,,,,,,MPA054,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA054.webp
MPA055,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA055,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA055.webp,,,,,,,,,MPA055,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA055.webp,,,,,,,,,MPA055,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA055.webp,,,,,,,MPA055,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA055.webp,,,,,,,MPA055,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA055.webp,,,,,,,MPA055,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA055.webp
MPA056,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA056,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA056.webp,,,,,,,,,MPA056,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA056.webp,,,,,,,,,MPA056,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA056.webp,,,,,,,MPA056,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA056.webp,,,,,,,MPA056,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA056.webp,,,,,,,MPA056,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA056.webp
MPA057,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA057,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA057.webp,,,,,,,,,MPA057,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA057.webp,,,,,,,,,MPA057,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA057.webp,,,,,,,MPA057,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA057.webp,,,,,,,MPA057,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA057.webp,,,,,,,MPA057,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA057.webp
MPA058,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA058,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA058.webp,,,,,,,,,MPA058,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA058.webp,,,,,,,,,MPA058,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA058.webp,,,,,,,MPA058,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA058.webp,,,,,,,MPA058,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA058.webp,,,,,,,MPA058,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA058.webp
MPA059,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA059,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA059.webp,,,,,,,,,MPA059,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA059.webp,,,,,,,,,MPA059,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA059.webp,,,,,,,MPA059,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA059.webp,,,,,,,MPA059,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA059.webp,,,,,,,MPA059,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA059.webp
MPA060,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA060,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA060.webp,,,,,,,,,MPA060,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA060.webp,,,,,,,,,MPA060,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA060.webp,,,,,,,MPA060,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA060.webp,,,,,,,MPA060,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA060.webp,,,,,,,MPA060,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA060.webp
MPA061,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA061,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA061.webp,,,,,,,,,MPA061,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA061.webp,,,,,,,,,MPA061,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA061.webp,,,,,,,MPA061,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA061.webp,,,,,,,MPA061,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA061.webp,,,,,,,MPA061,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA061.webp
MPA062,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA062,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA062.webp,,,,,,,,,MPA062,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA062.webp,,,,,,,,,MPA062,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA062.webp,,,,,,,MPA062,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA062.webp,,,,,,,MPA062,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA062.webp,,,,,,,MPA062,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA062.webp
MPA063,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA063,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA063.webp,,,,,,,,,MPA063,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA063.webp,,,,,,,,,MPA063,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA063.webp,,,,,,,MPA063,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA063.webp,,,,,,,MPA063,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA063.webp,,,,,,,MPA063,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA063.webp
MPA064,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA064,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA064.webp,,,,,,,,,MPA064,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA064.webp,,,,,,,,,MPA064,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA064.webp,,,,,,,MPA064,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA064.webp,,,,,,,MPA064,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA064.webp,,,,,,,MPA064,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA064.webp
MPA065,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA065,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA065.webp,,,,,,,,,MPA065,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA065.webp,,,,,,,,,MPA065,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA065.webp,,,,,,,MPA065,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA065.webp,,,,,,,MPA065,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA065.webp,,,,,,,MPA065,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA065.webp
MPA066,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA066,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA066.webp,,,,,,,,,MPA066,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA066.webp,,,,,,,,,MPA066,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA066.webp,,,,,,,MPA066,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA066.webp,,,,,,,MPA066,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA066.webp,,,,,,,MPA066,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA066.webp
MPA067,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA067,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA067.webp,,,,,,,,,MPA067,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA067.webp,,,,,,,,,MPA067,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA067.webp,,,,,,,MPA067,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA067.webp,,,,,,,MPA067,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA067.webp,,,,,,,MPA067,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA067.webp
MPA068,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA068,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA068.webp,,,,,,,,,MPA068,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA068.webp,,,,,,,,,MPA068,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA068.webp,,,,,,,MPA068,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA068.webp,,,,,,,MPA068,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA068.webp,,,,,,,MPA068,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA068.webp
MPA069,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA069,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA069.webp,,,,,,,,,MPA069,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA069.webp,,,,,,,,,MPA069,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA069.webp,,,,,,,MPA069,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA069.webp,,,,,,,MPA069,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA069.webp,,,,,,,MPA069,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA069.webp
MPA070,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA070,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA070.webp,,,,,,,,,MPA070,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA070.webp,,,,,,,,,MPA070,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA070.webp,,,,,,,MPA070,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA070.webp,,,,,,,MPA070,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA070.webp,,,,,,,MPA070,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA070.webp
MPA071,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA071,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA071.webp,,,,,,,,,MPA071,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA071.webp,,,,,,,,,MPA071,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA071.webp,,,,,,,MPA071,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA071.webp,,,,,,,MPA071,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA071.webp,,,,,,,MPA071,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA071.webp
MPA072,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA072,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA072.webp,,,,,,,,,MPA072,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA072.webp,,,,,,,,,MPA072,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA072.webp,,,,,,,MPA072,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA072.webp,,,,,,,MPA072,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA072.webp,,,,,,,MPA072,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA072.webp
MPA073,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MPA073,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA073.webp,,,,,,,,,MPA073,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA073.webp,,,,,,,,,MPA073,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA073.webp,,,,,,,MPA073,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA073.webp,,,,,,,MPA073,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA073.webp,,,,,,,MPA073,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPA073.webp
